Done with benching. Current timestamp: 2017-06-22 08:55:44.686
QUERY231, 7084, 73633090, 2017-06-21 15:00:55.570, 2056282, OK
QUERY232, 2373, 24960617, 2017-06-21 15:05:15.696, 2316408, OK
QUERY233, 13429, 137008496, 2017-06-21 14:55:17.982, 1718694, OK
QUERY234, 1826, 16869264, 2017-06-21 15:05:58.884, 2359596, OK
QUERY235, 43542, 405205953, 2017-06-21 14:32:09.316, 330028, OK
QUERY236, 24146, 232195716, 2017-06-21 14:46:36.371, 1197083, OK
QUERY237, 25260, 266647927, 2017-06-21 14:43:44.000, 1024712, OK
QUERY238, 15298, 164821742, 2017-06-21 14:52:49.608, 1570320, OK
QUERY239, 45216, 393818593, 2017-06-21 14:33:06.299, 387011, OK
QUERY240, 43116, 461987783, 2017-06-21 14:27:28.074, 48786, OK
QUERY241, 6640, 62311056, 2017-06-21 15:01:56.183, 2116895, OK
QUERY242, 22439, 186298478, 2017-06-21 14:50:26.727, 1427439, OK
QUERY243, 12202, 113802233, 2017-06-21 14:57:21.707, 1842419, OK
QUERY244, 10770, 110303620, 2017-06-21 14:57:40.298, 1861010, OK
QUERY245, 7769, 79042418, 2017-06-21 15:00:26.806, 2027518, OK
QUERY246, 42028, 450210952, 2017-06-21 14:28:25.071, 105783, OK
QUERY247, 30471, 301568962, 2017-06-21 14:40:49.349, 850061, OK
QUERY248, 2972, 25059220, 2017-06-21 15:05:15.170, 2315882, OK
QUERY249, 14890, 154744276, 2017-06-21 14:53:43.380, 1624092, OK
QUERY250, 8838, 82978049, 2017-06-21 15:00:05.779, 2006491, OK
QUERY251, 27520, 230469252, 2017-06-21 14:46:45.032, 1205744, OK
QUERY252, 40426, 404790951, 2017-06-21 14:32:11.328, 332040, OK
QUERY253, 20997, 175802450, 2017-06-21 14:51:51.622, 1512334, OK
QUERY254, 38863, 296481613, 2017-06-21 14:41:14.770, 875482, OK
QUERY255, 25249, 261533794, 2017-06-21 14:44:09.581, 1050293, OK
QUERY256, 33019, 293204617, 2017-06-21 14:41:31.158, 891870, OK
QUERY257, 860, 3430062, 2017-06-21 15:07:10.696, 2431408, OK
QUERY258, 7290, 72613596, 2017-06-21 15:01:01.042, 2061754, OK
QUERY259, 8476, 86465810, 2017-06-21 14:59:47.191, 1987903, OK
QUERY260, 31153, 341440774, 2017-06-21 14:37:29.453, 650165, OK
QUERY261, 16569, 179819317, 2017-06-21 14:50:59.294, 1460006, OK
QUERY262, 1482, 9134853, 2017-06-21 15:06:40.216, 2400928, OK
QUERY263, 38733, 429630373, 2017-06-21 14:30:06.961, 207673, OK
QUERY264, 33995, 374916634, 2017-06-21 14:34:40.959, 481671, OK
